"Date and Time Run 1","Time (s) Run 1","Position, Ch C:1 (m) Run 1","Velocity, Ch C:1 (m/s) Run 1","Acceleration, Ch C:1 (m/s²) Run 1"
10/05/2023 01:16:07 pm,0.000,0.15,,
10/05/2023 01:16:07 pm,0.025,0.15,0.13,
10/05/2023 01:16:07 pm,0.050,0.15,0.13,-0.04
10/05/2023 01:16:07 pm,0.075,0.16,0.13,-0.06
10/05/2023 01:16:07 pm,0.100,0.16,0.12,0.08
10/05/2023 01:16:07 pm,0.125,0.16,0.13,0.18
10/05/2023 01:16:07 pm,0.150,0.17,0.14,-0.09
10/05/2023 01:16:07 pm,0.175,0.17,0.13,-0.69
10/05/2023 01:16:07 pm,0.200,0.17,0.10,-0.85
10/05/2023 01:16:07 pm,0.225,0.18,0.06,-0.23
10/05/2023 01:16:07 pm,0.250,0.17,0.08,0.61
10/05/2023 01:16:07 pm,0.275,0.18,0.12,0.73
10/05/2023 01:16:07 pm,0.300,0.18,0.14,0.11
10/05/2023 01:16:07 pm,0.325,0.19,0.12,-0.40
10/05/2023 01:16:07 pm,0.350,0.19,0.10,-0.48
10/05/2023 01:16:07 pm,0.375,0.19,0.09,-0.34
10/05/2023 01:16:07 pm,0.400,0.19,0.09,-0.30
10/05/2023 01:16:07 pm,0.425,0.19,0.08,-0.30
10/05/2023 01:16:07 pm,0.450,0.20,0.07,-0.24
10/05/2023 01:16:07 pm,0.475,0.20,0.07,-0.18
10/05/2023 01:16:07 pm,0.500,0.20,0.06,-0.17
10/05/2023 01:16:07 pm,0.525,0.20,0.06,-0.20
10/05/2023 01:16:07 pm,0.550,0.20,0.05,-0.21
10/05/2023 01:16:07 pm,0.575,0.20,0.05,-0.17
10/05/2023 01:16:07 pm,0.600,0.20,0.04,-0.08
10/05/2023 01:16:07 pm,0.625,0.21,0.04,-0.01
10/05/2023 01:16:07 pm,0.650,0.21,0.04,-0.03
10/05/2023 01:16:07 pm,0.675,0.21,0.04,0.03
10/05/2023 01:16:07 pm,0.700,0.21,0.04,0.26
10/05/2023 01:16:07 pm,0.725,0.21,0.05,0.32
10/05/2023 01:16:07 pm,0.750,0.21,0.07,-0.12
10/05/2023 01:16:07 pm,0.775,0.21,0.06,-0.75
10/05/2023 01:16:07 pm,0.800,0.22,0.02,-0.65
10/05/2023 01:16:07 pm,0.825,0.21,0.00,0.26
10/05/2023 01:16:07 pm,0.850,0.21,0.03,0.96
10/05/2023 01:16:07 pm,0.875,0.21,0.08,0.77
10/05/2023 01:16:07 pm,0.900,0.22,0.08,-0.14
10/05/2023 01:16:07 pm,0.925,0.22,0.06,-0.87
10/05/2023 01:16:07 pm,0.950,0.22,0.03,-1.01
10/05/2023 01:16:07 pm,0.975,0.22,4.58E-4,-0.59
10/05/2023 01:16:08 pm,1.000,0.22,-0.01,0.10
10/05/2023 01:16:08 pm,1.025,0.22,0.01,0.46
10/05/2023 01:16:08 pm,1.050,0.22,0.03,0.41
10/05/2023 01:16:08 pm,1.075,0.22,0.03,0.16
10/05/2023 01:16:08 pm,1.100,0.22,0.03,0.16
10/05/2023 01:16:08 pm,1.125,0.22,0.03,0.42
10/05/2023 01:16:08 pm,1.150,0.22,0.05,0.54
10/05/2023 01:16:08 pm,1.175,0.23,0.07,0.21
10/05/2023 01:16:08 pm,1.200,0.23,0.07,-0.39
10/05/2023 01:16:08 pm,1.225,0.23,0.05,-0.68
10/05/2023 01:16:08 pm,1.250,0.23,0.02,-0.60
10/05/2023 01:16:08 pm,1.275,0.23,0.02,-0.51
10/05/2023 01:16:08 pm,1.300,0.23,0.01,-0.51
10/05/2023 01:16:08 pm,1.325,0.23,-0.01,-0.20
10/05/2023 01:16:08 pm,1.350,0.23,-0.02,0.53
10/05/2023 01:16:08 pm,1.375,0.23,0.02,0.98
10/05/2023 01:16:08 pm,1.400,0.23,0.06,0.66
10/05/2023 01:16:08 pm,1.425,0.23,0.06,-0.10
10/05/2023 01:16:08 pm,1.450,0.24,0.04,-0.50
10/05/2023 01:16:08 pm,1.475,0.24,0.02,-0.39
10/05/2023 01:16:08 pm,1.500,0.24,0.02,-0.16
10/05/2023 01:16:08 pm,1.525,0.24,0.02,-0.03
10/05/2023 01:16:08 pm,1.550,0.24,0.02,0.04
10/05/2023 01:16:08 pm,1.575,0.24,0.02,0.10
10/05/2023 01:16:08 pm,1.600,0.24,0.02,0.06
10/05/2023 01:16:08 pm,1.625,0.24,0.02,-0.12
10/05/2023 01:16:08 pm,1.650,0.24,0.02,-0.34
10/05/2023 01:16:08 pm,1.675,0.24,0.00,-0.37
10/05/2023 01:16:08 pm,1.700,0.24,-0.01,-0.03
10/05/2023 01:16:08 pm,1.725,0.24,0.00,0.52
10/05/2023 01:16:08 pm,1.750,0.24,0.02,0.78
10/05/2023 01:16:08 pm,1.775,0.24,0.05,0.74
10/05/2023 01:16:08 pm,1.800,0.24,0.06,0.67
10/05/2023 01:16:08 pm,1.825,0.24,0.08,0.62
10/05/2023 01:16:08 pm,1.850,0.24,0.10,0.37
10/05/2023 01:16:08 pm,1.875,0.25,0.10,-0.11
10/05/2023 01:16:08 pm,1.900,0.25,0.09,-0.34
10/05/2023 01:16:08 pm,1.925,0.25,0.07,-0.16
10/05/2023 01:16:08 pm,1.950,0.25,0.08,0.17
10/05/2023 01:16:08 pm,1.975,0.26,0.09,0.29
10/05/2023 01:16:09 pm,2.000,0.26,0.10,0.15
10/05/2023 01:16:09 pm,2.025,0.26,0.10,0.04
10/05/2023 01:16:09 pm,2.050,0.26,0.09,0.04
10/05/2023 01:16:09 pm,2.075,0.27,0.10,0.17
10/05/2023 01:16:09 pm,2.100,0.27,0.10,0.15
10/05/2023 01:16:09 pm,2.125,0.27,0.11,-0.36
10/05/2023 01:16:09 pm,2.150,0.27,0.10,-1.21
10/05/2023 01:16:09 pm,2.175,0.28,0.04,-1.83
10/05/2023 01:16:09 pm,2.200,0.28,-0.01,-1.53
10/05/2023 01:16:09 pm,2.225,0.27,-0.05,-0.56
10/05/2023 01:16:09 pm,2.250,0.27,-0.04,0.14
10/05/2023 01:16:09 pm,2.275,0.27,-0.02,0.11
10/05/2023 01:16:09 pm,2.300,0.27,-0.02,-0.38
10/05/2023 01:16:09 pm,2.325,0.27,-0.05,-0.62
10/05/2023 01:16:09 pm,2.350,0.27,-0.07,-0.36
10/05/2023 01:16:09 pm,2.375,0.27,-0.07,0.17
10/05/2023 01:16:09 pm,2.400,0.27,-0.05,0.49
10/05/2023 01:16:09 pm,2.425,0.27,-0.03,0.49
10/05/2023 01:16:09 pm,2.450,0.26,-0.03,0.35
10/05/2023 01:16:09 pm,2.475,0.26,-0.02,0.21
10/05/2023 01:16:09 pm,2.500,0.26,-0.01,0.11
10/05/2023 01:16:09 pm,2.525,0.26,-0.01,0.02
10/05/2023 01:16:09 pm,2.550,0.26,-0.02,-0.01
10/05/2023 01:16:09 pm,2.575,0.26,-0.02,-0.03
10/05/2023 01:16:09 pm,2.600,0.26,-0.02,-0.12
10/05/2023 01:16:09 pm,2.625,0.26,-0.02,-0.26
10/05/2023 01:16:09 pm,2.650,0.26,-0.03,-0.31
10/05/2023 01:16:09 pm,2.675,0.26,-0.04,-0.18
10/05/2023 01:16:09 pm,2.700,0.26,-0.04,0.06
10/05/2023 01:16:09 pm,2.725,0.26,-0.04,0.22
10/05/2023 01:16:09 pm,2.750,0.26,-0.03,0.24
10/05/2023 01:16:09 pm,2.775,0.26,-0.02,0.20
10/05/2023 01:16:09 pm,2.800,0.26,-0.02,0.19
10/05/2023 01:16:09 pm,2.825,0.26,-0.01,0.19
10/05/2023 01:16:09 pm,2.850,0.26,-0.01,0.12
10/05/2023 01:16:09 pm,2.875,0.26,-0.01,0.02
10/05/2023 01:16:09 pm,2.900,0.26,-0.01,-0.02
10/05/2023 01:16:09 pm,2.925,0.26,-0.01,0.04
10/05/2023 01:16:09 pm,2.950,0.26,-0.01,0.13
10/05/2023 01:16:09 pm,2.975,0.25,0.00,0.18
10/05/2023 01:16:10 pm,3.000,0.26,0.00,0.01
10/05/2023 01:16:10 pm,3.025,0.26,0.01,-0.35
10/05/2023 01:16:10 pm,3.050,0.26,-0.01,-0.61
10/05/2023 01:16:10 pm,3.075,0.26,-0.04,-0.41
10/05/2023 01:16:10 pm,3.100,0.25,-0.04,0.17
10/05/2023 01:16:10 pm,3.125,0.25,-0.02,0.52
10/05/2023 01:16:10 pm,3.150,0.25,0.00,0.37
10/05/2023 01:16:10 pm,3.175,0.25,0.00,-0.07
10/05/2023 01:16:10 pm,3.200,0.25,-0.01,-0.48
10/05/2023 01:16:10 pm,3.225,0.25,-0.03,-0.77
10/05/2023 01:16:10 pm,3.250,0.25,-0.05,-1.00
10/05/2023 01:16:10 pm,3.275,0.25,-0.08,-1.03
10/05/2023 01:16:10 pm,3.300,0.25,-0.11,-0.87
10/05/2023 01:16:10 pm,3.325,0.24,-0.12,-0.75
10/05/2023 01:16:10 pm,3.350,0.24,-0.14,-1.07
10/05/2023 01:16:10 pm,3.375,0.24,-0.16,-1.80
10/05/2023 01:16:10 pm,3.400,0.23,-0.23,-2.24
10/05/2023 01:16:10 pm,3.425,0.23,-0.30,-2.04
10/05/2023 01:16:10 pm,3.450,0.22,-0.33,-1.47
10/05/2023 01:16:10 pm,3.475,0.21,-0.36,-1.08
10/05/2023 01:16:10 pm,3.500,0.20,-0.38,-0.88
10/05/2023 01:16:10 pm,3.525,0.19,-0.41,-0.60
10/05/2023 01:16:10 pm,3.550,0.18,-0.42,-0.51
10/05/2023 01:16:10 pm,3.575,0.17,-0.42,-0.62
10/05/2023 01:16:10 pm,3.600,0.16,-0.45,-0.78
10/05/2023 01:16:10 pm,3.625,0.15,-0.47,-0.77
10/05/2023 01:16:10 pm,3.650,0.13,-0.48,-0.69
10/05/2023 01:16:10 pm,3.675,0.12,-0.50,-0.70
10/05/2023 01:16:10 pm,3.700,0.11,-0.52,-0.62
10/05/2023 01:16:10 pm,3.725,0.10,-0.54,-0.59
10/05/2023 01:16:10 pm,3.750,0.08,-0.54,-0.60
10/05/2023 01:16:10 pm,3.775,0.07,-0.57,-0.56
10/05/2023 01:16:10 pm,3.800,0.05,-0.58,-0.39
10/05/2023 01:16:10 pm,3.825,0.04,-0.59,-0.14
10/05/2023 01:16:10 pm,3.850,0.03,-0.59,0.11
10/05/2023 01:16:10 pm,3.875,0.01,-0.58,0.38
10/05/2023 01:16:10 pm,3.900,0.00,-0.57,0.52
10/05/2023 01:16:10 pm,3.925,-0.02,-0.55,0.49
10/05/2023 01:16:10 pm,3.950,-0.03,-0.54,0.39
10/05/2023 01:16:10 pm,3.975,-0.04,-0.53,0.38
10/05/2023 01:16:11 pm,4.000,-0.06,-0.52,0.41
10/05/2023 01:16:11 pm,4.025,-0.07,-0.51,0.38
10/05/2023 01:16:11 pm,4.050,-0.08,-0.50,0.38
10/05/2023 01:16:11 pm,4.075,-0.10,-0.49,0.46
10/05/2023 01:16:11 pm,4.100,-0.11,-0.48,0.59
10/05/2023 01:16:11 pm,4.125,-0.12,-0.46,0.71
10/05/2023 01:16:11 pm,4.150,-0.13,-0.45,0.77
10/05/2023 01:16:11 pm,4.175,-0.14,-0.42,0.67
10/05/2023 01:16:11 pm,4.200,-0.15,-0.41,0.46
10/05/2023 01:16:11 pm,4.225,-0.16,-0.40,0.41
10/05/2023 01:16:11 pm,4.250,-0.17,-0.40,0.71
10/05/2023 01:16:11 pm,4.275,-0.18,-0.37,1.20
10/05/2023 01:16:11 pm,4.300,-0.19,-0.33,1.47
10/05/2023 01:16:11 pm,4.325,-0.20,-0.29,1.43
10/05/2023 01:16:11 pm,4.350,-0.21,-0.26,1.29
10/05/2023 01:16:11 pm,4.375,-0.21,-0.23,1.25
10/05/2023 01:16:11 pm,4.400,-0.22,-0.20,1.28
10/05/2023 01:16:11 pm,4.425,-0.22,-0.16,1.27
10/05/2023 01:16:11 pm,4.450,-0.23,-0.13,1.24
10/05/2023 01:16:11 pm,4.475,-0.23,-0.10,1.23
10/05/2023 01:16:11 pm,4.500,-0.23,-0.07,1.25
10/05/2023 01:16:11 pm,4.525,-0.23,-0.04,1.24
10/05/2023 01:16:11 pm,4.550,-0.23,-0.01,1.22
10/05/2023 01:16:11 pm,4.575,-0.23,0.02,1.21
10/05/2023 01:16:11 pm,4.600,-0.23,0.05,1.23
10/05/2023 01:16:11 pm,4.625,-0.23,0.08,1.24
10/05/2023 01:16:11 pm,4.650,-0.23,0.11,1.23
10/05/2023 01:16:11 pm,4.675,-0.22,0.14,1.24
10/05/2023 01:16:11 pm,4.700,-0.22,0.17,1.25
10/05/2023 01:16:11 pm,4.725,-0.22,0.21,1.23
10/05/2023 01:16:11 pm,4.750,-0.21,0.24,1.27
10/05/2023 01:16:11 pm,4.775,-0.20,0.27,1.39
10/05/2023 01:16:11 pm,4.800,-0.20,0.31,1.46
10/05/2023 01:16:11 pm,4.825,-0.19,0.35,1.24
10/05/2023 01:16:11 pm,4.850,-0.18,0.37,0.77
10/05/2023 01:16:11 pm,4.875,-0.17,0.38,0.43
10/05/2023 01:16:11 pm,4.900,-0.16,0.39,0.41
10/05/2023 01:16:11 pm,4.925,-0.15,0.40,0.58
10/05/2023 01:16:11 pm,4.950,-0.14,0.42,0.69
10/05/2023 01:16:11 pm,4.975,-0.13,0.44,0.67
10/05/2023 01:16:12 pm,5.000,-0.12,0.45,0.61
10/05/2023 01:16:12 pm,5.025,-0.11,0.47,0.51
10/05/2023 01:16:12 pm,5.050,-0.10,0.48,0.43
10/05/2023 01:16:12 pm,5.075,-0.08,0.49,0.39
10/05/2023 01:16:12 pm,5.100,-0.07,0.50,0.38
10/05/2023 01:16:12 pm,5.125,-0.06,0.51,0.38
10/05/2023 01:16:12 pm,5.150,-0.05,0.52,0.33
10/05/2023 01:16:12 pm,5.175,-0.03,0.52,0.33
10/05/2023 01:16:12 pm,5.200,-0.02,0.53,0.41
10/05/2023 01:16:12 pm,5.225,-0.01,0.54,0.39
10/05/2023 01:16:12 pm,5.250,0.01,0.56,0.13
10/05/2023 01:16:12 pm,5.275,0.02,0.55,-0.30
10/05/2023 01:16:12 pm,5.300,0.04,0.54,-0.44
10/05/2023 01:16:12 pm,5.325,0.05,0.52,-0.22
10/05/2023 01:16:12 pm,5.350,0.06,0.53,0.12
10/05/2023 01:16:12 pm,5.375,0.07,0.53,0.17
10/05/2023 01:16:12 pm,5.400,0.09,0.54,-0.27
10/05/2023 01:16:12 pm,5.425,0.10,0.53,-0.86
10/05/2023 01:16:12 pm,5.450,0.12,0.49,-1.29
10/05/2023 01:16:12 pm,5.475,0.13,0.45,-1.27
10/05/2023 01:16:12 pm,5.500,0.14,0.42,-0.99
10/05/2023 01:16:12 pm,5.525,0.15,0.41,-0.68
10/05/2023 01:16:12 pm,5.550,0.16,0.39,-0.46
10/05/2023 01:16:12 pm,5.575,0.17,0.38,-0.45
10/05/2023 01:16:12 pm,5.600,0.18,0.38,-0.72
10/05/2023 01:16:12 pm,5.625,0.19,0.35,-1.24
10/05/2023 01:16:12 pm,5.650,0.19,0.31,-1.57
10/05/2023 01:16:12 pm,5.675,0.20,0.26,-1.55
10/05/2023 01:16:12 pm,5.700,0.21,0.23,-1.33
10/05/2023 01:16:12 pm,5.725,0.21,0.20,-1.14
10/05/2023 01:16:12 pm,5.750,0.22,0.18,-1.07
10/05/2023 01:16:12 pm,5.775,0.22,0.15,-1.04
10/05/2023 01:16:12 pm,5.800,0.23,0.12,-1.08
10/05/2023 01:16:12 pm,5.825,0.23,0.10,-1.17
10/05/2023 01:16:12 pm,5.850,0.23,0.07,-1.28
10/05/2023 01:16:12 pm,5.875,0.23,0.03,-1.33
10/05/2023 01:16:12 pm,5.900,0.23,0.00,-1.30
10/05/2023 01:16:12 pm,5.925,0.23,-0.03,-1.35
10/05/2023 01:16:12 pm,5.950,0.23,-0.06,-1.54
10/05/2023 01:16:12 pm,5.975,0.23,-0.11,-1.69
10/05/2023 01:16:13 pm,6.000,0.23,-0.16,-1.49
10/05/2023 01:16:13 pm,6.025,0.22,-0.19,-1.01
10/05/2023 01:16:13 pm,6.050,0.22,-0.21,-0.66
10/05/2023 01:16:13 pm,6.075,0.21,-0.21,-0.64
10/05/2023 01:16:13 pm,6.100,0.20,-0.24,-0.79
10/05/2023 01:16:13 pm,6.125,0.20,-0.26,-0.92
10/05/2023 01:16:13 pm,6.150,0.19,-0.28,-0.96
10/05/2023 01:16:13 pm,6.175,0.18,-0.31,-0.99
10/05/2023 01:16:13 pm,6.200,0.18,-0.33,-0.93
10/05/2023 01:16:13 pm,6.225,0.17,-0.35,-0.82
10/05/2023 01:16:13 pm,6.250,0.16,-0.37,-0.85
10/05/2023 01:16:13 pm,6.275,0.15,-0.39,-1.07
10/05/2023 01:16:13 pm,6.300,0.14,-0.42,-1.23
10/05/2023 01:16:13 pm,6.325,0.13,-0.46,-0.97
10/05/2023 01:16:13 pm,6.350,0.12,-0.48,-0.49
10/05/2023 01:16:13 pm,6.375,0.10,-0.48,-0.31
10/05/2023 01:16:13 pm,6.400,0.09,-0.48,-0.47
10/05/2023 01:16:13 pm,6.425,0.08,-0.51,-0.49
10/05/2023 01:16:13 pm,6.450,0.07,-0.52,-0.26
10/05/2023 01:16:13 pm,6.475,0.05,-0.51,-0.18
10/05/2023 01:16:13 pm,6.500,0.04,-0.52,-0.28
10/05/2023 01:16:13 pm,6.525,0.03,-0.54,-0.20
10/05/2023 01:16:13 pm,6.550,0.01,-0.54,0.20
10/05/2023 01:16:13 pm,6.575,5.20E-4,-0.52,0.49
10/05/2023 01:16:13 pm,6.600,-0.01,-0.50,0.45
10/05/2023 01:16:13 pm,6.625,-0.02,-0.50,0.33
10/05/2023 01:16:13 pm,6.650,-0.04,-0.49,0.33
10/05/2023 01:16:13 pm,6.675,-0.05,-0.48,0.41
10/05/2023 01:16:13 pm,6.700,-0.06,-0.47,0.42
10/05/2023 01:16:13 pm,6.725,-0.07,-0.46,0.38
10/05/2023 01:16:13 pm,6.750,-0.08,-0.45,0.40
10/05/2023 01:16:13 pm,6.775,-0.10,-0.44,0.48
10/05/2023 01:16:13 pm,6.800,-0.11,-0.43,0.58
10/05/2023 01:16:13 pm,6.825,-0.12,-0.41,0.66
10/05/2023 01:16:13 pm,6.850,-0.13,-0.40,0.73
10/05/2023 01:16:13 pm,6.875,-0.14,-0.38,0.75
10/05/2023 01:16:13 pm,6.900,-0.15,-0.36,0.74
10/05/2023 01:16:13 pm,6.925,-0.15,-0.34,0.65
10/05/2023 01:16:13 pm,6.950,-0.16,-0.32,0.54
10/05/2023 01:16:13 pm,6.975,-0.17,-0.31,0.57
10/05/2023 01:16:14 pm,7.000,-0.18,-0.30,0.84
10/05/2023 01:16:14 pm,7.025,-0.19,-0.27,1.23
10/05/2023 01:16:14 pm,7.050,-0.19,-0.24,1.41
10/05/2023 01:16:14 pm,7.075,-0.20,-0.20,1.35
10/05/2023 01:16:14 pm,7.100,-0.20,-0.17,1.23
10/05/2023 01:16:14 pm,7.125,-0.21,-0.14,1.17
10/05/2023 01:16:14 pm,7.150,-0.21,-0.11,1.18
10/05/2023 01:16:14 pm,7.175,-0.21,-0.08,1.18
10/05/2023 01:16:14 pm,7.200,-0.21,-0.05,1.21
10/05/2023 01:16:14 pm,7.225,-0.21,-0.02,1.22
10/05/2023 01:16:14 pm,7.250,-0.21,0.01,1.19
10/05/2023 01:16:14 pm,7.275,-0.21,0.04,1.15
10/05/2023 01:16:14 pm,7.300,-0.21,0.07,1.13
10/05/2023 01:16:14 pm,7.325,-0.21,0.10,1.13
10/05/2023 01:16:14 pm,7.350,-0.21,0.13,1.12
10/05/2023 01:16:14 pm,7.375,-0.20,0.15,1.19
10/05/2023 01:16:14 pm,7.400,-0.20,0.18,1.35
